4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.673020E-4	4.692100E-4	4.692100E-4	4.682560E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.730240E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.682560E-4	4.692100E-4	4.682560E-4	4.682560E-4
4.730240E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.692100E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.682560E-4	4.682560E-4
4.720710E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.692100E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.682560E-4
4.720710E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.692100E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.682560E-4
4.720710E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.730240E-4	4.711170E-4	4.692100E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.711170E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.673020E-4
4.720710E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.730240E-4	4.711170E-4	4.692100E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.673020E-4
4.720710E-4	4.720710E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.692100E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.673020E-4
4.720710E-4	4.720710E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4
4.720710E-4	4.720710E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.682560E-4	4.682560E-4
4.730240E-4	4.720710E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4
4.730240E-4	4.711170E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.673020E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4
4.730240E-4	4.720710E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.673020E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.682560E-4
4.730240E-4	4.720710E-4	4.730240E-4	4.739780E-4	4.720710E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.682560E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.720710E-4	4.739780E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.682560E-4	4.692100E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.701630E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.682560E-4	4.682560E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.692100E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.692100E-4	4.692100E-4	4.701630E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4
4.720710E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.692100E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.692100E-4	4.692100E-4	4.701630E-4	4.692100E-4	4.682560E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4
4.720710E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.692100E-4	4.692100E-4	4.701630E-4	4.692100E-4	4.682560E-4	4.682560E-4	4.682560E-4	4.692100E-4	4.682560E-4	4.692100E-4
4.720710E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.692100E-4
4.720710E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.692100E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.692100E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.692100E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.692100E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.739780E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.701630E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.692100E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.739780E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.739780E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.673020E-4
4.730240E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.692100E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.673020E-4
4.739780E-4	4.739780E-4	4.730240E-4	4.749320E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.730240E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.682560E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.673020E-4
4.739780E-4	4.730240E-4	4.730240E-4	4.749320E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.720710E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.692100E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.682560E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4
4.739780E-4	4.739780E-4	4.730240E-4	4.749320E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.720710E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.692100E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.692100E-4	4.682560E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4
4.739780E-4	4.739780E-4	4.739780E-4	4.749320E-4	4.749320E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.720710E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.692100E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.701630E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.692100E-4	4.682560E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4
4.730240E-4	4.739780E-4	4.739780E-4	4.749320E-4	4.749320E-4	4.730240E-4	4.730240E-4	4.739780E-4	4.720710E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.720710E-4	4.701630E-4	4.711170E-4	4.692100E-4	4.692100E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4
4.730240E-4	4.739780E-4	4.739780E-4	4.758850E-4	4.758850E-4	4.739780E-4	4.730240E-4	4.739780E-4	4.720710E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.720710E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4
4.730240E-4	4.739780E-4	4.739780E-4	4.758850E-4	4.758850E-4	4.739780E-4	4.739780E-4	4.730240E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4
4.730240E-4	4.739780E-4	4.739780E-4	4.758850E-4	4.749320E-4	4.749320E-4	4.739780E-4	4.730240E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4
4.730240E-4	4.730240E-4	4.739780E-4	4.749320E-4	4.749320E-4	4.749320E-4	4.739780E-4	4.730240E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.711170E-4	4.711170E-4	4.692100E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.692100E-4
4.730240E-4	4.730240E-4	4.739780E-4	4.739780E-4	4.749320E-4	4.739780E-4	4.739780E-4	4.730240E-4	4.711170E-4	4.701630E-4	4.692100E-4	4.701630E-4	4.711170E-4	4.692100E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.682560E-4	4.692100E-4
4.730240E-4	4.730240E-4	4.749320E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4
4.730240E-4	4.730240E-4	4.749320E-4	4.730240E-4	4.739780E-4	4.730240E-4	4.730240E-4	4.730240E-4	4.720710E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.720710E-4	4.720710E-4	4.711170E-4	4.711170E-4	4.711170E-4	4.701630E-4	4.701630E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.692100E-4	4.682560E-4	4.692100E-4	4.682560E-4
